,location,lat,long,alt,year,month,bloom_date,bloom_doy,AGDD_Bloom,AGDD_Mar_13,DOY_Mar_13,winter_avg_daily_temp,winter_avg_tmax,winter_avg_tmin,spring_avg_daily_temp,spring_avg_tmax,spring_avg_tmin,dec_avg_daily_temp,dec_avg_tmax,dec_avg_tmin,jan_avg_daily_temp,jan_avg_tmax,jan_avg_tmin,feb_avg_daily_temp,feb_avg_tmax,feb_avg_tmin
30,liestal,47.4814,7.730519,350,2010,4,2010-04-08,98,399.9335377,324.0,72,-0.9968438277777778,1.1986352391111113,-3.192322894666667,3.2594762272580646,7.296122838709677,-0.7771703841935484,0.011638484032258025,2.13988740516129,-2.116610437096774,-2.4222706058064514,-0.8013975248387096,-4.043143686774194,-0.5352267401785715,2.3708566153571424,-3.441310095714286
31,liestal,47.4814,7.730519,350,2011,3,2011-03-31,90,414.1297753,321.6817478,72,0.11322531144444445,2.7730058823333334,-2.5465552594444443,5.642369908870967,10.74108070967742,0.5436591080645161,-2.2033579874193547,-0.09290016225806448,-4.313815812580645,0.2560364791935484,2.4547325158064517,-1.9426595574193548,2.5199015994642857,6.298347373214286,-1.2585441742857142
32,liestal,47.4814,7.730519,350,2012,4,2012-04-02,93,462.8876849,321.9158718,73,0.25846959822527477,2.844093570406593,-2.327154373956044,6.792616170612904,13.008835441935485,0.5763968992903227,2.9575167757580645,5.28562193216129,0.6294116193548388,1.8534219529032259,3.834853745483871,-0.12800983967741933,-4.331667832758621,-0.8249045206896551,-7.838431144827586
33,liestal,47.4814,7.730519,350,2013,4,2013-04-17,107,502.7726475,321.15909,72,-0.13251465915,2.2075875963666665,-2.4726169146666663,2.1874247941935483,5.511638402258065,-1.1367888138709676,1.2303176976290322,3.723143034935484,-1.2625076396774193,-0.03797326822580642,2.244549947096774,-2.320496483548387,-1.7460355941071428,0.4887286153571428,-3.9807998035714287
34,liestal,47.4814,7.730519,350,2014,3,2014-03-25,84,377.6428339,324.0,72,2.4163150080944447,5.291313168111111,-0.4586831519222222,6.219675163870967,11.939797867741936,0.49955246,1.3267713516774196,4.014002400967742,-1.3604596976129033,2.5400198162903225,5.116283074193548,-0.03624344161290318,3.4856365900535713,6.899261978571429,0.0720112015357143
35,liestal,47.4814,7.730519,350,2015,4,2015-04-11,101,455.6992172,323.9168498,72,1.1156967432222222,3.5688458175555557,-1.337452331111111,5.670332099451612,10.454239038709677,0.8864251601935484,2.369181923064516,4.576058919354838,0.16230492677419353,1.110236281451613,3.3620612303225808,-1.141588667419355,-0.2660449089285714,2.682657105,-3.2147469228571426
36,liestal,47.4814,7.730519,350,2016,4,2016-04-06,97,444.8388837,325.3268463,73,2.506958479571429,5.182293333560439,-0.16837637441758244,3.0713627166774193,7.336193241935484,-1.193467808580645,3.7605798866774194,6.482190193548387,1.0389695798064518,1.1314677249677418,3.8006624017419353,-1.5377269518064518,2.637232609655172,5.269664237931034,0.004800981379310324
37,liestal,47.4814,7.730519,350,2017,3,2017-03-26,85,380.5352268,322.9507435,72,0.053818758922222196,2.8652490754444444,-2.7576115576,6.769853257903226,11.727436532258064,1.812269983548387,1.013722045548387,3.5805578267741938,-1.5531137356774194,-3.5772370916129033,-1.1325081812903226,-6.021966001935484,3.011166240392857,6.499388492142857,-0.47705601135714293
38,liestal,47.4814,7.730519,350,2018,4,2018-04-08,98,442.6565822,322.44609,72,0.14521075876111111,2.451179682266667,-2.1607581647444443,2.486081906451613,6.059748434193549,-1.0875846212903226,-0.25750932387096775,1.8424008493548387,-2.357419497096774,2.938065779403226,5.445933223870968,0.4301983349354839,-2.5010100654642855,-0.1904351737857143,-4.811584957142857
39,liestal,47.4814,7.730519,350,2019,3,2019-03-27,86,386.5203472,323.5182855,72,0.9473453728555556,3.946958566888889,-2.052267821177778,4.954319205806452,9.725614932258065,0.18302347935483876,2.0503811739354836,4.08065303516129,0.0201093127096774,-1.8021219358064515,0.5925275090322581,-4.196771380645162,2.77018025625,7.512774076785715,-1.9724135642857143
40,liestal,47.4814,7.730519,350,2020,3,2020-03-17,77,496.5471847,325.8444197,73,2.7421218302362638,5.759087343626374,-0.27484368315384616,4.299792682580645,8.735844312903225,-0.13625894774193548,2.4309483161774192,4.8581379,0.0037587323548387225,1.5960251172580646,4.680382853870968,-1.4883326193548385,4.299893452241379,7.875269134482759,0.72451777
41,liestal,47.4814,7.730519,350,2021,3,2021-03-28,87,383.4868332,317.392946,72,2.27225332125,5.184450780888889,-0.6399441383888889,5.074228098225807,10.156997080645162,-0.008540884193548363,2.7675885418387094,5.07126869032258,0.4639083933548387,0.43165345,2.638987237096774,-1.7756803370967742,3.7616534701964284,8.127951304642858,-0.60464436425
