,location,lat,long,alt,year,month,bloom_date,bloom_doy,AGDD_Bloom,AGDD_Mar_13,DOY_Mar_13,winter_avg_daily_temp,winter_avg_tmax,winter_avg_tmin,spring_avg_daily_temp,spring_avg_tmax,spring_avg_tmin,dec_avg_daily_temp,dec_avg_tmax,dec_avg_tmin,jan_avg_daily_temp,jan_avg_tmax,jan_avg_tmin,feb_avg_daily_temp,feb_avg_tmax,feb_avg_tmin
10,kyoto,35.0119831,135.6761135,44,1990,3,1990-03-29,88,659.6599112,497.39,72,5.530714484338889,8.484359298888888,2.5770696697888886,8.391593226451613,12.419236441935483,4.363950010967742,6.451029280967742,9.817303332258065,3.084755229677419,3.3600498578225806,6.061025029032258,0.6590746866129034,6.915030367428572,9.691577060714286,4.138483674142857
11,kyoto,35.0119831,135.6761135,44,1991,4,1991-04-07,97,751.7293764,420.6837,72,4.978189430483334,8.027854798888889,1.928524062077778,8.280555838709677,11.55194044516129,5.009171232258065,7.250768004290323,10.564049983870968,3.9374860247096772,4.071620989290323,6.743070151612903,1.400171826967742,3.465821069375,6.642364560714285,0.2892775780357143
12,kyoto,35.0119831,135.6761135,44,1992,4,1992-04-03,94,709.5044441,413.866,73,5.838415573873626,9.163118374725276,2.513712773021978,8.578231558870968,11.82166542580645,5.334797691935484,7.813880257258065,11.074064077419354,4.553696437096773,5.321206204935484,8.73143460967742,1.9109778001935485,4.279590927396552,7.581838372413793,0.9773434823793102
13,kyoto,35.0119831,135.6761135,44,1993,4,1993-04-07,97,688.3827291,419.0752,72,6.034046528805556,9.19892304,2.8691700176111112,6.927398987903225,11.042057596774194,2.8127403790322583,7.468189073064516,10.525814258064518,4.410563888064517,5.102675648,8.064152048387097,2.1411992476129034,5.477406472839285,8.986218503571429,1.9685944421071429
14,kyoto,35.0119831,135.6761135,44,1994,4,1994-04-09,99,642.6943574,347.7356,72,5.020403249394445,8.315883235555557,1.7249232632333336,6.204706292629032,10.255412451612903,2.154000133645161,6.630226611629032,9.784726132258065,3.475727091,4.311248530161291,7.813093316129032,0.8094037441935484,4.0232343946428575,7.246324582142857,0.8001442071428572
15,kyoto,35.0119831,135.6761135,44,1995,4,1995-04-09,99,666.6680458,317.2549,72,5.004786455916667,8.29557142,1.7140014918333333,7.822724731451613,11.774442022580645,3.8710074403225807,7.2204534933870965,10.521134493548388,3.9197724932258065,3.5504020233870968,6.4857243870967745,0.6150796596774194,4.161937857589286,7.835314375,0.48856134017857145
16,kyoto,35.0119831,135.6761135,44,1996,4,1996-04-12,103,644.8094637,347.6285,73,3.9994231367692303,7.370969418021978,0.6278768555164835,6.9373538986774195,10.704601625806452,3.170106171548387,5.0106932194677425,8.319714703225808,1.7016717357096776,3.889049790564516,7.131819380645162,0.646280200483871,3.0363955908620692,6.612436566896552,-0.5396453851724139
17,kyoto,35.0119831,135.6761135,44,1997,4,1997-04-07,97,664.216013,344.1815,72,4.923691059761111,8.580908265555555,1.2664738539666667,8.479808289177418,12.807722151612904,4.1518944267419355,6.524705150370968,10.528212722580644,2.5211975781612903,4.039450420064516,7.318081990322581,0.7608188498064516,4.130120453392857,7.823093135714286,0.4371477710714286
18,kyoto,35.0119831,135.6761135,44,1998,4,1998-04-01,91,662.5148341,425.8106,72,5.9519776502055555,9.302562589999999,2.601392710411111,8.989381882116668,13.417371723333334,4.5613920409,7.322124104516129,10.736162125806452,3.9080860832258066,4.325360605145161,7.299382241935484,1.3513389683548387,6.235927232821429,9.933169917857143,2.538684547785714
19,kyoto,35.0119831,135.6761135,44,1999,4,1999-04-04,94,695.0682558,373.5723,72,5.319510768,8.693847455555556,1.9451740804444446,8.894960980241935,12.448767358064517,5.341154602419355,7.774102832258064,11.257031064516129,4.291174600000001,4.176262081387097,7.352077835483871,1.0004463272903226,3.8676663141785714,7.341567682142857,0.39376494621428565
20,kyoto,35.0119831,135.6761135,44,2000,4,2000-04-09,100,676.7483773,394.2067,73,4.835041516813186,7.94681077032967,1.7232722632967035,6.608264004193549,10.897688287096775,2.3188397212903222,6.381707376612903,9.875391051612903,2.8880237016129033,5.238272958548387,8.10828213548387,2.3682637816129035,2.750668539310345,5.712617631034483,-0.2112805524137931
21,kyoto,35.0119831,135.6761135,44,2001,4,2001-04-06,96,633.3273583,339.2911,72,4.800733196727777,8.227668638888888,1.3737977545666666,7.918711253064516,12.111405209677418,3.7260172964516127,6.615689555225806,10.334232735483871,2.897146374967742,3.17373766033871,6.084230348387098,0.2632449722903226,4.592633715107143,8.268493639285714,0.9167737909285715
22,kyoto,35.0119831,135.6761135,44,2002,4,2002-04-01,91,728.4904168,420.3779,72,5.482862382655555,8.89878501,2.066939755311111,9.709851813870968,14.65225298387097,4.767450643870968,6.1469673381774195,9.523037432258063,2.770897244096774,4.95461436633871,8.10446859032258,1.8047601423548387,5.332449342821429,9.08707015,1.5778285356428572
23,kyoto,35.0119831,135.6761135,44,2003,4,2003-04-08,98,663.1695745,345.8954,72,4.905841305738889,8.125474661666667,1.686207949811111,6.8340052501774196,10.873249506451613,2.7947609939032256,6.508500202419355,9.5374328,3.4795676048387096,3.267010656387097,6.459772572580645,0.07424874019354842,4.945888603339285,8.406405464285713,1.4853717423928572
24,kyoto,35.0119831,135.6761135,44,2004,4,2004-04-01,92,622.0899058,401.4143,73,5.550742148923077,9.189773041758242,1.911711256087912,8.313056622741936,12.780675993548387,3.8454372519354836,6.983812071129032,10.183658319354839,3.783965822903226,3.7953295881290323,7.033355277419355,0.5573038988387097,5.895315314310344,10.43248018275862,1.358150445862069
25,kyoto,35.0119831,135.6761135,44,2005,4,2005-04-09,99,660.2654978,356.736,72,5.5334494079444445,8.895257863333333,2.1716409525555553,7.108707563548387,11.319668696774194,2.897746430322581,8.256593053225806,11.978513409677419,4.5346726967741935,4.077289974677419,7.361581674193549,0.7929982751612903,4.1307168875,7.179652146428571,1.0817816285714286
26,kyoto,35.0119831,135.6761135,44,2006,4,2006-04-08,98,677.9551605,411.0286,72,3.839234214811111,6.901688246666667,0.7767801829555556,6.974292248064517,10.93839210967742,3.010192386451613,3.430393407967742,6.388497180645162,0.4722896352903226,3.383396024548387,6.410450422580645,0.35634162651612905,4.796557390178571,8.013734517857143,1.5793802625000002
27,kyoto,35.0119831,135.6761135,44,2007,4,2007-04-07,97,730.6380191,456.5596,72,6.3712193596292135,9.979094476404494,2.7633442428539325,8.054508017580646,12.499979725806451,3.6090363093548388,7.242753106451612,10.299984741935484,4.185521470967742,5.323408655870968,9.039266980645161,1.6075503310967743,6.573611421296296,10.689726111111112,2.4574967314814815
28,kyoto,35.0119831,135.6761135,44,2008,4,2008-04-04,95,646.8911588,345.9321,73,4.98061889510989,8.201218845054944,1.7600189451648351,8.972722633387097,13.32560461935484,4.6198406474193545,7.47155124,10.7786545,4.16444798,4.144440627903227,7.154079441935484,1.1348018138709677,3.211743846551724,6.565384920689655,-0.1418972275862069
29,kyoto,35.0119831,135.6761135,44,2009,4,2009-04-05,95,683.3192761,445.1213,72,5.966604725055555,9.543077295555555,2.3901321545555554,8.266971007258064,12.52600394516129,4.0079380693548385,7.370224506935483,11.327179987096773,3.413269026774193,4.468154963064515,7.767754935483871,1.1685549906451613,6.071595060178572,9.533356214285714,2.6098339060714286
30,kyoto,35.0119831,135.6761135,44,2010,4,2010-04-05,95,756.3493268,511.7366,72,5.714370829077779,9.112315967777777,2.316425690377778,7.816012781612903,11.209155119354838,4.422870443870968,6.815738020645162,10.255471229032258,3.3760048122580644,4.205612886516128,7.570707364516129,0.840518408516129,6.165410589107142,9.553460739285715,2.7773604389285715
31,kyoto,35.0119831,135.6761135,44,2011,4,2011-04-09,99,606.3219686,343.357,72,5.018014617944445,8.61921556488889,1.416813671,6.328065152258064,10.59526393548387,2.060866369032258,7.212544640645161,10.65059926903226,3.7744900122580645,2.2054448641935487,5.395850583870968,-0.9849608554838709,5.7022728916071435,9.938909121428571,1.4656366617857144
32,kyoto,35.0119831,135.6761135,44,2012,4,2012-04-10,101,646.6880564,386.0351,73,4.338460720186813,7.344872750549451,1.332048689824176,7.327633074354839,10.928443106451612,3.7268230422580646,6.116863805903225,9.255025770967741,2.97870184083871,3.6239629407741933,6.4862332,0.761692681548387,3.2011826341379312,6.220841110344828,0.18152415793103452
33,kyoto,35.0119831,135.6761135,44,2013,4,2013-04-03,93,666.8237198,390.0526,72,4.04841130985,7.145795416666667,0.9510272030333333,9.306178056451612,14.21324470967742,4.399111403225807,4.870346101129032,7.779378870967743,1.9613133312903226,3.3186403714354835,6.595575080645161,0.041705662225806434,3.946372758464286,7.053500535714286,0.8392449812142857
34,kyoto,35.0119831,135.6761135,44,2014,4,2014-04-04,94,745.4724277,394.1119,72,4.8456285159,8.028485358888888,1.662771672911111,8.399227357419356,12.409952993548385,4.388501721290322,5.988071149032258,9.190767048387096,2.7853752496774193,4.007434793741935,7.312406577419354,0.7024630100645162,4.508781507321428,7.534474996428571,1.4830880182142856
35,kyoto,35.0119831,135.6761135,44,2015,4,2015-04-03,93,739.0628213,375.7916,72,4.734773624,7.61171275,1.8578344980000001,8.671463315048388,13.034809348387098,4.308117281709677,4.958695960483872,7.808130280645162,2.109261640322581,4.265762632903226,6.8085551838709675,1.7229700819354838,5.006121777321428,8.283460646428571,1.7287829082142856
36,kyoto,35.0119831,135.6761135,44,2016,4,2016-04-04,95,822.1385941,503.9248,73,6.4708775778626375,10.02200389010989,2.9197512656153846,9.12953424616129,13.730419248387095,4.528649243935484,8.561590796290323,11.858358606451612,5.264822986129032,4.909604095290322,8.516651390322581,1.3025568002580645,5.904924756775862,9.668173934482759,2.1416755790689654
37,kyoto,35.0119831,135.6761135,44,2017,4,2017-04-09,99,706.5626509,379.5026,72,5.538130056016667,8.82688147888889,2.2493786331444445,7.447549182903225,11.791437193548388,3.103661172258065,7.701273528435483,10.967849906451612,4.434697150419355,4.355876350645161,7.618013196774194,1.093739504516129,4.452144956785714,7.794913460714286,1.1093764528571428
38,kyoto,35.0119831,135.6761135,44,2018,3,2018-03-30,89,676.1483712,399.7576,72,4.076913866972222,7.539044656666667,0.6147830772777778,10.064994326129032,14.873283177419355,5.256705474838709,5.167403743209678,8.552203754838711,1.7826037315806451,3.488354276290323,6.580126535483871,0.39658201709677426,3.5212053365357145,7.478992146428571,-0.4365814733571428
39,kyoto,35.0119831,135.6761135,44,2019,4,2019-04-05,95,744.0818947,482.5583,72,6.1772536820555555,9.339205123333333,3.0153022407777774,8.948041110322581,13.028784629032257,4.867297591612903,7.747137787580645,10.743589509677419,4.750686065483872,4.534601440483871,7.798836912903226,1.2703659680645163,6.257818404107143,9.489758642857142,3.0258781653571427
40,kyoto,35.0119831,135.6761135,44,2020,4,2020-04-01,92,897.6201449,615.0812,73,7.040643765494506,10.338431345054946,3.742856185934066,9.79960332064516,14.104122238709678,5.495084402580646,7.811932532258064,11.00497940967742,4.61888565483871,6.935027626935484,10.001274951612904,3.8687803022580645,6.329062680172414,9.986323006896551,2.671802353448276
41,kyoto,35.0119831,135.6761135,44,2021,3,2021-03-26,85,754.788646,541.5296,72,5.64008900565,9.236967362222222,2.043210649077778,10.880617306451613,15.369832548387096,6.39140206451613,6.210425957935484,9.670174187096775,2.7506777287741935,3.9756812149193546,7.273020748387097,0.6783416814516129,6.851381719642857,10.931714985714285,2.7710484535714284
