Date,Tmax,Tmin,precip,GDD_Formula,GDD,AGDD,Tmax_7days_Avg,Tmin_7days_Avg,Prcp_7days_Avg,Prcp_7days_Max,Year,Month,Day,DOY
1/31/1979,-0.9701179,-5.8367305,0,-7.2210242,3.8176,118.3456,0.32461572,-3.8108888,0.959827714,4.827555,1979,1,31,31
2/1/1979,-0.86184144,-4.9298296,0,-6.71343552,3.8176,122.1632,0.083707439,-4.200505286,0.959827714,4.827555,1979,2,1,32
2/2/1979,-0.7968372,-6.763747,0.2548923,-7.5978921,3.8176,125.9808,-0.019534443,-4.765073771,0.731665985,4.827555,1979,2,2,33
2/3/1979,-1.4087431,-3.544137,3.8123982,-6.29404005,3.8176,129.7984,-0.253331049,-4.965895486,0.586643585,3.8123982,1979,2,3,34
2/4/1979,0.5710132,-0.93042994,3.4023616,-3.99730837,3.8176,133.616,-0.527100306,-4.784867534,1.067093157,3.8123982,1979,2,4,35
2/5/1979,4.534987,1.7406662,3.16269,-0.6797734,3.8176,137.4336,0.068625617,-3.794268749,1.518906014,3.8123982,1979,2,5,36
2/6/1979,5.9371295,1.5290154,9.362394,-0.08452755,3.8176,141.2512,1.00079858,-2.676456063,2.856390871,9.362394,1979,2,6,37
2/7/1979,4.627991,1.6273416,6.738996,-0.6899337,3.8176,145.0688,1.800528423,-1.610160049,3.819104586,9.362394,1979,2,7,38
2/8/1979,3.2644176,0.7021084,6.194967,-1.834337,3.8176,148.8864,2.389994,-0.805597477,4.704099871,9.362394,1979,2,8,39
2/9/1979,7.0660214,3.572016,13.576263,1.5014187,3.8176,152.704,3.513259514,0.670940094,6.607152829,13.576263,1979,2,9,40
2/10/1979,6.931391,3.4297063,10.037201,1.36294865,3.8176,156.5216,4.704707243,1.667203423,7.496410371,13.576263,1979,2,10,41
2/11/1979,4.2394357,3.1764755,7.9971895,-0.1096444,3.8176,160.3392,5.2287676,2.2539042,8.152814357,13.576263,1979,2,11,42
2/12/1979,4.4752626,1.8751708,7.689477,-0.6423833,3.8176,164.1568,5.220235543,2.273119143,8.799498214,13.576263,1979,2,12,43
2/13/1979,5.195716,3.7564023,11.183754,0.65845915,3.8176,167.9744,5.114319329,2.591317271,9.0596925,13.576263,1979,2,13,44
2/14/1979,4.399175,-0.3638433,0.23578016,-1.79993415,3.8176,171.792,5.081631329,2.306862286,8.130661666,13.576263,1979,2,14,45
2/15/1979,0.22166671,-2.6261673,0,-5.019850295,3.8176,175.6096,4.64695263,1.831394329,7.24566638,13.576263,1979,2,15,46
2/16/1979,2.4767113,-1.3943527,0.6157538,-3.2764207,3.8176,179.4272,3.991336901,1.121913086,5.394165066,11.183754,1979,2,16,47
2/17/1979,3.4918456,0.8954273,8.486857,-1.62396355,3.8176,183.2448,3.499973273,0.759873229,5.172687351,11.183754,1979,2,17,48
2/18/1979,6.4045343,2.4763548,9.394947,0.62284455,3.8176,187.0624,3.809273073,0.659855986,5.372366994,11.183754,1979,2,18,49
2/19/1979,5.618628,1.7163509,1.841286,-0.15011055,3.8176,190.88,3.972610987,0.637167429,4.536911137,11.183754,1979,2,19,50
2/20/1979,5.0401783,-0.9446953,0.31312817,-1.7698585,3.8176,194.6976,3.950391316,-0.034417943,2.98396459,9.394947,1979,2,20,51
2/21/1979,3.0333965,0.017146723,0,-2.292328389,3.8176,198.5152,3.755280101,0.020009203,2.95028171,9.394947,1979,2,21,52
2/22/1979,2.3635898,0.58334744,0,-2.34413138,3.8176,202.3328,4.061269114,0.478511309,2.95028171,9.394947,1979,2,22,53
2/23/1979,1.7229325,0.5722766,1.4447448,-2.66999545,3.8176,206.1504,3.953586429,0.759458352,3.068708996,9.394947,1979,2,23,54
2/24/1979,2.0635943,-1.183118,12.286509,-3.37736185,3.8176,209.968,3.749550529,0.462523309,3.611516424,12.286509,1979,2,24,55
2/25/1979,6.6147113,2.601582,38.119576,0.79054665,3.8176,213.7856,3.779575814,0.480412909,7.715034853,38.119576,1979,2,25,56
2/26/1979,6.706403,4.706866,4.869664,1.8890345,1.8890345,215.6746345,3.934972243,0.907629352,8.147660281,38.119576,1979,2,26,57
2/27/1979,6.235442,2.7367406,7.5308332,0.6684913,3.8176,219.4922345,4.1057242,1.433548766,9.178761,38.119576,1979,2,27,58
2/28/1979,5.625691,-0.6423074,0.2790163,-1.3259082,3.8176,223.3098345,4.476051986,1.339341034,9.218620471,38.119576,1979,2,28,59
3/1/1979,3.8264234,0.4231865,0.217418,-1.69279505,3.8176,227.1274345,4.685028214,1.3164609,9.249680186,38.119576,1979,3,1,60
3/2/1979,4.3496323,-1.3913578,0.70489997,-2.33846275,3.8176,230.9450345,5.060271043,1.0359417,9.143988067,38.119576,1979,3,2,61
3/3/1979,6.986052,1.3780878,0.48041672,0.3644699,3.8176,234.7626345,5.763479286,1.401828243,7.457403456,38.119576,1979,3,3,62
3/4/1979,6.072657,4.0927787,11.717108,1.26511785,1.26511785,236.0277524,5.686042957,1.614856343,3.685622313,11.717108,1979,3,4,63
3/5/1979,10.107552,6.2901216,11.289209,4.3812368,4.3812368,240.4089892,6.171921386,1.841035714,4.60270017,11.717108,1979,3,5,64
3/6/1979,10.6031275,6.687412,15.263351,4.82766975,4.82766975,245.2366589,6.795876457,2.405417343,5.70734557,15.263351,1979,3,6,65
3/7/1979,11.609967,6.957924,2.0417206,5.4663455,5.4663455,250.7030044,7.650773029,3.491164686,5.95916047,15.263351,1979,3,7,66
3/8/1979,8.613404,3.911585,0.1070778,2.4448945,2.4448945,253.1478989,8.3346274,3.989507329,5.943397584,15.263351,1979,3,8,67
3/9/1979,6.8691883,0.17836997,0,-0.293820865,3.8176,256.9654989,8.694563971,4.213754153,5.842697589,15.263351,1979,3,9,68
3/10/1979,10.041077,5.469436,0,3.9376565,3.9376565,260.9031554,9.130996114,4.798232467,5.774066629,15.263351,1979,3,10,69
3/11/1979,8.037253,2.1206033,0.029384518,1.26132815,3.8176,264.7207554,9.411652686,4.516493124,4.104391845,15.263351,1979,3,11,70
3/12/1979,9.623909,1.9739879,0.64100766,1.98134845,3.8176,268.5383554,9.342560829,3.899902596,2.583220225,15.263351,1979,3,12,71
3/13/1979,8.752871,2.6554897,0,1.88658035,3.8176,272.3559554,9.078238471,3.323913696,0.402741511,2.0417206,1979,3,13,72
3/14/1979,11.606131,3.5710518,0,3.7709914,3.8176,276.1735554,9.077690471,2.84007481,0.11106714,0.64100766,1979,3,14,73
3/15/1979,9.04622,4.653225,7.5501785,3.0321225,3.0321225,279.2056779,9.139521329,2.946023381,1.17436724,7.5501785,1979,3,15,74
3/16/1979,5.185919,2.2759957,1.8083541,-0.08664265,3.8176,283.0232779,8.899054286,3.2456842,1.43270354,7.5501785,1979,3,16,75
3/17/1979,7.6608524,0.07570317,0.28278652,0.050677785,3.8176,286.8408779,8.5590222,2.475150939,1.473101614,7.5501785,1979,3,17,76
3/18/1979,6.567313,2.8689747,0.38150343,0.90054385,3.8176,290.6584779,8.349030771,2.582061139,1.523404316,7.5501785,1979,3,18,77
3/19/1979,8.6986,3.4576588,0,2.2605294,3.8176,294.4760779,8.216843771,2.794014124,1.431831793,7.5501785,1979,3,19,78
3/20/1979,10.842843,4.222741,0,3.715192,3.715192,298.1912699,8.5154112,3.017907167,1.431831793,7.5501785,1979,3,20,79
3/21/1979,10.55299,1.4594532,0,2.1886216,3.8176,302.0088699,8.364962486,2.716250224,1.431831793,7.5501785,1979,3,21,80
3/22/1979,13.631396,6.8876877,0,6.44194185,6.44194185,308.4508118,9.019987629,3.035459181,0.353234864,1.8083541,1979,3,22,81
3/23/1979,13.021587,6.822472,0,6.1044295,6.1044295,314.5552413,10.13936877,3.684955796,0.094898564,0.38150343,1979,3,23,82
3/24/1979,11.301742,6.685325,0,5.1759335,5.1759335,319.7311748,10.65949586,4.629187486,0.05450049,0.38150343,1979,3,24,83
3/25/1979,7.9228354,6.199229,0,3.2434322,3.2434322,322.974607,10.85314191,5.1049381,0,0,1979,3,25,84
3/26/1979,7.33475,3.0403278,1.3535564,1.3699389,3.8176,326.792207,10.6583062,5.045319386,0.1933652,1.3535564,1979,3,26,85
3/27/1979,8.86371,2.3078597,0.077806726,1.76818485,3.8176,330.609807,10.37557291,4.771764914,0.204480447,1.3535564,1979,3,27,86
3/28/1979,8.098377,2.7259278,0,1.5945524,3.8176,334.427407,10.02491391,4.952689857,0.204480447,1.3535564,1979,3,28,87
3/29/1979,8.986268,1.0536056,0.116658464,1.2023368,3.8176,338.245007,9.3613242,4.119249557,0.221145941,1.3535564,1979,3,29,88
3/30/1979,7.505088,1.4127666,0.4639122,0.6413273,3.8176,342.062607,8.573252914,3.3464345,0.287419113,1.3535564,1979,3,30,89
3/31/1979,7.83869,1.0906291,0.11285015,0.64705955,3.8176,345.880207,8.0785312,2.547192229,0.303540563,1.3535564,1979,3,31,90
4/1/1979,6.976864,3.8528502,0,1.5972571,1.5972571,347.4774641,7.943392429,2.211995257,0.303540563,1.3535564,1979,4,1,91
4/2/1979,6.002559,3.0988386,0.26457787,0.7330988,3.8176,351.2950641,7.753079429,2.220353943,0.147972201,0.4639122,1979,4,2,92
4/3/1979,8.220078,2.8391645,0.3898881,1.71202125,3.8176,355.1126641,7.661132,2.296254629,0.192555255,0.4639122,1979,4,3,93
4/4/1979,7.638967,5.3051424,5.604373,2.6544547,2.6544547,357.7671188,7.595502,2.664713857,0.993179969,5.604373,1979,4,4,94
4/5/1979,8.927448,6.685145,0.22774036,3.9886965,3.9886965,361.7558153,7.587099143,3.469219486,1.009048811,5.604373,1979,4,5,95
4/6/1979,9.744668,6.653631,0.3839112,4.3815495,4.3815495,366.1373648,7.907039143,4.2179144,0.997620097,5.604373,1979,4,6,96
4/7/1979,10.192056,4.1609325,0.12176983,3.35889425,3.35889425,369.496259,8.243234286,4.656529171,0.998894337,5.604373,1979,4,7,97
4/8/1979,8.029709,4.0173254,7.0971794,2.2059172,2.2059172,371.7021762,8.393640714,4.680025629,2.012777109,7.0971794,1979,4,8,98
4/9/1979,9.367489,3.7886152,1.2223518,2.7604521,3.8176,375.5197762,8.874345,4.778565143,2.149601956,7.0971794,1979,4,9,99
4/10/1979,7.7100773,2.3231518,2.024307,1.19901455,3.8176,379.3373762,8.801487757,4.704849043,2.38309037,7.0971794,1979,4,10,100
4/11/1979,8.62844,1.4911636,0.10633179,1.2422018,3.8176,383.1549762,8.942841043,4.159994929,1.597655911,7.0971794,1979,4,11,101
4/12/1979,6.386325,1.4961722,3.378196,0.1236486,3.8176,386.9725762,8.579823471,3.4187131,2.047721003,7.0971794,1979,4,12,102
4/13/1979,8.382742,4.0380545,17.612919,2.39279825,2.39279825,389.3653745,8.385262614,3.045059314,4.509007831,17.612919,1979,4,13,103
4/14/1979,8.840352,2.3381913,0.8981827,1.77167165,3.8176,393.1829745,8.192162043,2.784667714,4.619923956,17.612919,1979,4,14,104
4/15/1979,8.057252,2.1385067,1.7533652,1.28027935,3.8176,397.0005745,8.196096757,2.516265043,3.856521927,17.612919,1979,4,15,105
4/16/1979,7.1781716,2.7915792,2.1462338,1.1672754,3.8176,400.8181745,7.883337129,2.373831329,3.98850507,17.612919,1979,4,16,106
4/17/1979,7.8555,3.8211646,4.08237,2.0207323,2.0207323,402.8389068,7.9041118,2.587833157,4.28251407,17.612919,1979,4,17,107
4/18/1979,8.460904,3.8830342,9.080446,2.3543691,2.3543691,405.1932759,7.880178086,2.929528957,5.564530386,17.612919,1979,4,18,108
4/19/1979,6.930559,2.4952521,2.3756042,0.89530555,3.8176,409.0108759,7.9579258,3.072254657,5.421302986,17.612919,1979,4,19,109
4/20/1979,8.85181,0.6166604,0.18482472,0.9166352,3.8176,412.8284759,8.024935514,2.583484071,2.931575231,9.080446,1979,4,20,110
4/21/1979,10.361641,4.5521774,0.05090479,3.6393092,3.6393092,416.4677851,8.242262514,2.8997678,2.81053553,9.080446,1979,4,21,111
4/22/1979,13.910334,7.1624303,0,6.71878215,6.71878215,423.1865672,9.078417086,3.617471171,2.560054787,9.080446,1979,4,22,112
4/23/1979,15.312883,9.102123,0,8.389903,8.389903,431.5764702,10.24051871,4.518977429,2.253449959,9.080446,1979,4,23,113
4/24/1979,14.428279,8.809792,0,7.8014355,7.8014355,439.3779057,11.17948714,5.231638486,1.670254244,9.080446,1979,4,24,114
4/25/1979,12.308238,8.053569,0,6.3633035,6.3633035,445.7412092,11.72910629,5.827429171,0.373047673,2.3756042,1979,4,25,115
4/26/1979,15.253282,8.246497,0,7.9322895,7.9322895,453.6734987,12.91806671,6.649035586,0.033675644,0.18482472,1979,4,26,116
4/27/1979,16.008892,9.45654,0,8.915116,8.915116,462.5886147,13.940507,7.911875529,0.007272113,0.05090479,1979,4,27,117
4/28/1979,17.237103,11.333818,0,10.4678605,10.4678605,473.0564752,14.92271586,8.880681329,0,0,1979,4,28,118
4/29/1979,14.256919,11.238666,0,8.9301925,8.9301925,481.9866677,14.972228,9.463000714,0,0,1979,4,29,119
4/30/1979,13.822979,11.028721,0,8.60825,8.60825,490.5949177,14.75938457,9.738229,0,0,1979,4,30,120
5/1/1979,13.436086,11.623536,0,8.712211,8.712211,499.3071287,14.61764271,10.14019243,0,0,1979,5,1,121
5/2/1979,12.193455,10.330012,0.058184594,7.4441335,7.4441335,506.7512622,14.60124514,10.46539857,0.008312085,0.058184594,1979,5,2,122
5/3/1979,12.669537,8.6521015,0.5490116,6.84321925,6.84321925,513.5944815,14.23213871,10.52334207,0.086742313,0.5490116,1979,5,3,123
5/4/1979,12.301959,9.934954,12.153925,7.3008565,7.3008565,520.895338,13.70257686,10.59168693,1.823017313,12.153925,1979,5,4,124
5/5/1979,12.671059,9.229049,8.298133,7.132454,7.132454,528.027792,13.05028486,10.29100564,3.008464885,12.153925,1979,5,5,125
5/6/1979,12.1202135,7.9929633,4.5640264,6.2389884,6.2389884,534.2667804,12.74504121,9.827333829,3.660468656,12.153925,1979,5,6,126
5/7/1979,10.688031,6.6751375,1.3921486,4.86398425,4.86398425,539.1307646,12.2971915,9.205393329,3.859347028,12.153925,1979,5,7,127
5/8/1979,12.100428,5.8117576,0.21573372,5.1384928,5.1384928,544.2692574,12.10638321,8.375139271,3.890166131,12.153925,1979,5,8,128
5/9/1979,13.108452,6.680337,0.1699431,6.0767945,6.0767945,550.3460519,12.23709707,7.853757129,3.906131631,12.153925,1979,5,9,129
5/10/1979,10.995473,6.137505,0.15784638,4.748889,4.748889,555.0949409,11.99794507,7.494529057,3.850250886,12.153925,1979,5,10,130
5/11/1979,12.128172,6.3474774,0.058968525,5.4202247,5.4202247,560.5151656,11.97311836,6.9820324,2.122399961,8.298133,1979,5,11,131
5/12/1979,11.931257,7.7758102,0.08835612,6.0359336,6.0359336,566.5510992,11.86743236,6.774426857,0.949574692,4.5640264,1979,5,12,132
5/13/1979,11.779625,8.340184,0.4216258,6.2423045,6.2423045,572.7934037,11.81877686,6.824029814,0.357803178,1.3921486,1979,5,13,133
5/14/1979,15.180862,9.297026,0,8.421344,8.421344,581.2147477,12.46060986,7.198585314,0.158924806,0.4216258,1979,5,14,134
5/15/1979,15.781916,10.053578,0,9.100147,9.100147,590.3148947,12.98653671,7.804559657,0.128105704,0.4216258,1979,5,15,135
5/16/1979,14.350293,10.497105,0.395091,8.606099,8.606099,598.9209937,13.16394257,8.349812229,0.160269689,0.4216258,1979,5,16,136
5/17/1979,14.196716,9.417659,0.043586932,7.9895875,7.9895875,606.9105812,13.621263,8.818405657,0.143946911,0.4216258,1979,5,17,137
5/18/1979,13.397614,6.8819327,0.8974539,6.32217335,6.32217335,613.2327546,13.80261186,8.894756414,0.263730536,0.8974539,1979,5,18,138
5/19/1979,14.279175,5.7559466,0,6.1999608,6.1999608,619.4327154,14.13802871,8.606204471,0.251108233,0.8974539,1979,5,19,139
5/20/1979,13.908629,9.283491,0,7.77846,7.77846,627.2111754,14.44217214,8.740962614,0.190875976,0.8974539,1979,5,20,140
5/21/1979,16.120571,8.909482,0,8.6974265,8.6974265,635.9086019,14.57641629,8.685599186,0.190875976,0.8974539,1979,5,21,141
5/22/1979,17.996412,11.171919,0,10.7665655,10.7665655,646.6751674,14.89277286,8.845362186,0.190875976,0.8974539,1979,5,22,142
5/23/1979,17.980387,14.946577,0.37882906,12.645882,12.645882,659.3210494,15.41135771,9.481001043,0.188552842,0.8974539,1979,5,23,143
5/24/1979,16.568684,9.901504,0.055899948,9.417494,9.417494,668.7385434,15.75021029,9.550121757,0.190311844,0.8974539,1979,5,24,144
5/25/1979,17.726011,11.382807,0,10.736809,10.736809,679.4753524,16.36855271,10.1931038,0.062104144,0.37882906,1979,5,25,145
5/26/1979,17.568329,13.491165,0.6740248,11.712147,11.712147,691.1874994,16.83843186,11.298135,0.158393401,0.6740248,1979,5,26,146
5/27/1979,10.259213,6.389808,0.31101054,4.5069105,4.5069105,695.6944099,16.31708671,10.88475171,0.202823478,0.6740248,1979,5,27,147
5/28/1979,10.69457,5.1081815,5.0460386,4.08377575,4.08377575,699.7781856,15.54194371,10.34170879,0.923686135,5.0460386,1979,5,28,148
5/29/1979,13.377168,6.65862,0.057673164,6.200294,6.200294,705.9784796,14.88205171,9.696951786,0.931925159,5.0460386,1979,5,29,149
5/30/1979,15.329773,6.3925385,0.12428882,7.04355575,7.04355575,713.0220354,14.50339257,8.474946286,0.895562267,5.0460386,1979,5,30,150
5/31/1979,17.710474,9.646425,0,9.8608495,9.8608495,722.8828849,14.66650543,8.438506429,0.887576561,5.0460386,1979,5,31,151
6/1/1979,19.688084,12.476068,0,12.264476,12.264476,735.1473609,14.94680157,8.594686571,0.887576561,5.0460386,1979,6,1,152
6/2/1979,23.079208,14.058541,0,14.7512745,14.7512745,749.8986354,15.73407,8.675740286,0.791287303,5.0460386,1979,6,2,153
6/3/1979,16.366066,11.455606,0,10.093236,10.093236,759.9918714,16.60647757,9.399425714,0.746857226,5.0460386,1979,6,3,154
6/4/1979,17.257975,15.6128,0.09668795,12.6177875,12.6177875,772.6096589,17.54410686,10.9000855,0.039807133,0.12428882,1979,6,4,155
6/5/1979,15.526472,11.329736,10.491492,9.610504,9.610504,782.2201629,17.85115029,11.56738779,1.530352681,10.491492,1979,6,5,156
6/6/1979,15.296449,10.359241,0.08916141,9.010245,9.010245,791.2304079,17.84638971,12.13405957,1.52533448,10.491492,1979,6,6,157
6/7/1979,14.80893,9.664895,0,8.4193125,8.4193125,799.6497204,17.43188343,12.13669814,1.52533448,10.491492,1979,6,7,158
6/8/1979,16.083887,9.924274,0,9.1864805,9.1864805,808.8362009,16.91699814,11.77215614,1.52533448,10.491492,1979,6,8,159
6/9/1979,17.629026,11.519711,0,10.7567685,10.7567685,819.5929694,16.13840071,11.40946614,1.52533448,10.491492,1979,6,9,160
6/10/1979,16.721874,9.74783,0,9.417252,9.417252,829.0102214,16.18923043,11.16549814,1.52533448,10.491492,1979,6,10,161
6/11/1979,15.108881,9.99422,0,8.7339505,8.7339505,837.7441719,15.882217,10.36284386,1.511521916,10.491492,1979,6,11,162
6/12/1979,15.649603,9.23051,0.40288442,8.6224565,8.6224565,846.3666284,15.89980714,10.06295443,0.070292261,0.40288442,1979,6,12,163
6/13/1979,13.71879,10.377121,0.8732916,8.2303555,8.2303555,854.5969839,15.67442729,10.06550871,0.18231086,0.8732916,1979,6,13,164
6/14/1979,15.749989,5.997431,0.07782464,7.05611,7.05611,861.6530939,15.80886429,9.541585286,0.193428666,0.8732916,1979,6,14,165
6/15/1979,15.3376255,6.5555997,0.06443071,7.1290126,7.1290126,868.7821065,15.7022555,9.0603461,0.202633053,0.8732916,1979,6,15,166
6/16/1979,13.38039,8.5113,7.9734406,7.128245,7.128245,875.9103515,15.0953075,8.6305731,1.341695996,7.9734406,1979,6,16,167
6/17/1979,10.933899,9.148414,4.957549,6.2235565,6.2235565,882.133908,14.26845393,8.544942243,2.049917281,7.9734406,1979,6,17,168
6/18/1979,14.8568125,10.153255,0.0712596,8.68743375,8.68743375,890.8213417,14.23244414,8.567661529,2.060097224,7.9734406,1979,6,18,169
6/19/1979,13.872099,11.109224,1.1997386,8.6730615,8.6730615,899.4944032,13.978515,8.836049243,2.173933536,7.9734406,1979,6,19,170
6/20/1979,15.60061,9.78449,1.4194343,8.87495,8.87495,908.3693532,14.24734643,8.751387671,2.251953921,7.9734406,1979,6,20,171
6/21/1979,14.625528,9.435735,0,8.2130315,8.2130315,916.5823847,14.08670914,9.242573957,2.240836116,7.9734406,1979,6,21,172
6/22/1979,14.97132,11.393671,0,9.3648955,9.3648955,925.9472802,14.03437979,9.933727,2.231631729,7.9734406,1979,6,22,173
6/23/1979,16.732935,10.387648,0,9.7426915,9.7426915,935.6899717,14.51331479,10.20177671,1.092568786,4.957549,1979,6,23,174
6/24/1979,17.616404,13.354245,0,11.6677245,11.6677245,947.3576962,15.46795836,10.80260971,0.3843475,1.4194343,1979,6,24,175
6/25/1979,19.54471,13.103625,0,12.5065675,12.5065675,959.8642637,16.137658,11.22409114,0.374167557,1.4194343,1979,6,25,176
6/26/1979,18.39678,14.289237,0,12.5254085,12.5254085,972.3896722,16.784041,11.67837871,0.202776329,1.4194343,1979,6,26,177
6/27/1979,17.754633,14.7121725,0,12.41580275,12.41580275,984.805475,17.09175857,12.38233336,0,0,1979,6,27,178
6/28/1979,17.064135,12.281162,0,10.8550485,10.8550485,995.6605235,17.440131,12.78882293,0,0,1979,6,28,179
6/29/1979,17.4341,13.81697,0,11.807935,11.807935,1007.468458,17.79195671,13.1350085,0,0,1979,6,29,180
6/30/1979,14.057208,11.2431135,4.1829987,8.83256075,8.83256075,1016.301019,17.40971,13.25721786,0.597571243,4.1829987,1979,6,30,181
7/1/1979,13.857539,9.502498,5.695153,7.8624185,7.8624185,1024.163438,16.87272929,12.70696829,1.411164529,5.695153,1979,7,1,182
7/2/1979,12.886639,8.707104,1.0450622,6.9792715,6.9792715,1031.142709,15.92157629,12.07889386,1.560459129,5.695153,1979,7,2,183
7/3/1979,15.027943,6.9102726,0.27336234,7.1515078,7.1515078,1038.294217,15.44031386,11.02475609,1.599510891,5.695153,1979,7,3,184
7/4/1979,16.06106,13.575341,0.7677899,11.0006005,11.0006005,1049.294818,15.19837486,10.86235159,1.709195163,5.695153,1979,7,4,185
7/5/1979,17.756739,14.316577,0.24834523,12.219058,12.219058,1061.513876,15.29731829,11.15312516,1.744673053,5.695153,1979,7,5,186
7/6/1979,19.088345,14.713955,0,13.08355,13.08355,1074.597426,15.533639,11.28126587,1.744673053,5.695153,1979,7,6,187
7/7/1979,19.427929,15.767402,0,13.7800655,13.7800655,1088.377491,16.30088486,11.9275928,1.14710181,5.695153,1979,7,7,188
7/8/1979,19.463545,14.400925,3.1373544,13.114635,13.114635,1101.492126,17.10174286,12.62736809,0.78170201,3.1373544,1979,7,8,189
7/9/1979,22.170393,14.224567,0.6595212,14.37988,14.37988,1115.872006,18.42799343,13.41557709,0.726624724,3.1373544,1979,7,9,190
7/10/1979,18.76323,14.220497,11.578779,12.6742635,12.6742635,1128.54627,18.96160586,14.45989486,2.341684247,11.578779,1979,7,10,191
7/11/1979,17.24872,13.731043,2.3078742,11.6722815,11.6722815,1140.218551,19.13127157,14.482138,2.56169629,11.578779,1979,7,11,192
7/12/1979,17.492027,12.495401,1.5366437,11.176114,11.176114,1151.394665,19.09345557,14.22197,2.745738929,11.578779,1979,7,12,193
